Match No,Innings,Over,Batter,Bowler,Action,Runs
58,1,13.3, Green,Harshal Patel,Boundary,4
58,1,13.4, Green,Harshal Patel,Single,1
58,1,13.5, Kohli,Harshal Patel,Single,1
58,1,13.6, Green,Harshal Patel,Single,1
58,1,14.1,ne ,Livings,Dot,0
58,1,14.2,ne ,Livings,Single,1
58,1,14.3,ne ,Livings,Single,1
58,1,14.4,ne ,Livings,Single,1
58,1,14.5,ne ,Livings,Six,6
58,1,14.6,ne ,Livings,Double,2
58,1,15.1, Green,Sam Curran,Single,1
58,1,15.2, Kohli,Sam Curran,Six,6
58,1,15.3, Kohli,Sam Curran,Single,1
58,1,15.3, Kohli,Sam Curran,Extra_W,1
58,1,15.3, Kohli,Sam Curran,Extra_W,1
58,1,15.4, Green,Sam Curran,Boundary,4
58,1,15.5, Green,Sam Curran,Single,1
58,1,15.6, Kohli,Sam Curran,Six,6
58,1,16.1, Green,Harshal Patel,Boundary,4
58,1,16.2, Green,Harshal Patel,Six,6
58,1,16.3, Green,Harshal Patel,Single,1
58,1,16.4, Kohli,Harshal Patel,Single,1
58,1,16.4, Kohli,Harshal Patel,Extra_W,1
58,1,16.5, Green,Harshal Patel,Single,1
58,1,16.6, Kohli,Harshal Patel,Single,1
58,1,17.1, Kohli,Arshdeep Singh,Dot,0
58,1,17.2, Kohli,Arshdeep Singh,Boundary,4
58,1,17.3, Kohli,Arshdeep Singh,Six,6
58,1,17.4, Kohli,Arshdeep Singh,Wicket,0
58,1,17.4, Kohli,Arshdeep Singh,Extra_W,1
58,1,17.5, Karthik,Arshdeep Singh,Dot,0
58,1,17.6, Karthik,Arshdeep Singh,Six,6
58,1,18.1, Green,Rahul Chahar,Boundary,4
58,1,18.2, Green,Rahul Chahar,Single,1
58,1,18.3, Karthik,Rahul Chahar,Six,6
58,1,18.4, Karthik,Rahul Chahar,Single,1
58,1,18.5, Green,Rahul Chahar,Triple,3
58,1,18.6, Karthik,Rahul Chahar,Single,1
58,1,18.6, Karthik,Rahul Chahar,Extras_N,1
58,1,19.1, Karthik,Harshal Patel,Wicket,0
58,1,19.2, Lomror,Harshal Patel,Single,1
58,1,19.3, Green,Harshal Patel,Single,1
58,1,19.4, Lomror,Harshal Patel,Wicket,0
58,1,19.5, Swapnil Singh,Harshal Patel,Single,1
58,1,19.6, Green,Harshal Patel,Wicket,0
58,2,0.1, Prabhsimran,Swapnil Singh,Double,2
58,2,0.2, Prabhsimran,Swapnil Singh,Dot,0
58,2,0.3, Prabhsimran,Swapnil Singh,Boundary,4
58,2,0.4, Prabhsimran,Swapnil Singh,Wicket,0
58,2,0.5, Rossouw,Swapnil Singh,Boundary,4
58,2,0.6, Rossouw,Swapnil Singh,Boundary,4
58,2,1.1, Bairs,Siraj,Dot,0
58,2,1.2, Bairs,Siraj,Boundary,4
58,2,1.3, Bairs,Siraj,Dot,0
58,2,1.4, Bairs,Siraj,Single,1
58,2,1.5, Rossouw,Siraj,Single,1
58,2,1.6, Bairs,Siraj,Single,1
58,2,2.1, Bairs,Yash Dayal,Single,1
58,2,2.2, Rossouw,Yash Dayal,Boundary,4
58,2,2.3, Rossouw,Yash Dayal,Dot,0
58,2,2.4, Rossouw,Yash Dayal,Dot,0
58,2,2.5, Rossouw,Yash Dayal,Single,1
58,2,2.6, Bairs,Yash Dayal,Dot,0
58,2,3.1, Rossouw,Siraj,Boundary,4
58,2,3.2, Rossouw,Siraj,Dot,0
58,2,3.3, Rossouw,Siraj,Boundary,4
58,2,3.4, Rossouw,Siraj,Dot,0
58,2,3.5, Rossouw,Siraj,Boundary,4
58,2,3.6, Rossouw,Siraj,Six,6
58,2,4.1, Bairs,Yash Dayal,Six,6
58,2,4.2, Bairs,Yash Dayal,Boundary,4
58,2,4.3, Bairs,Yash Dayal,Dot,0
58,2,4.3, Bairs,Yash Dayal,Extra_W,1
58,2,4.4, Bairs,Yash Dayal,Dot,0
58,2,4.5, Bairs,Yash Dayal,Single,1
58,2,4.6, Rossouw,Yash Dayal,Boundary,4
58,2,5.1, Bairs,Ferguson,Single,1
58,2,5.2, Rossouw,Ferguson,Single,1
58,2,5.3, Bairs,Ferguson,Boundary,4
58,2,5.4, Bairs,Ferguson,Boundary,4
58,2,5.5, Bairs,Ferguson,Wicket,0
58,2,5.6, Shashank Singh,Ferguson,Boundary,4
58,2,6.1, Rossouw,Will Jacks,Single,1
58,2,6.2, Shashank Singh,Will Jacks,Single,1
58,2,6.3, Rossouw,Will Jacks,Single,1
58,2,6.4, Shashank Singh,Will Jacks,Single,1
58,2,6.5, Rossouw,Will Jacks,Single,1
58,2,6.6, Shashank Singh,Will Jacks,Dot,0
58,2,7.1, Rossouw,Green,Dot,0
58,2,7.2, Rossouw,Green,Boundary,4
58,2,7.3, Rossouw,Green,Six,6
58,2,7.4, Rossouw,Green,Single,1
58,2,7.5, Shashank Singh,Green,Boundary,4
58,2,7.6, Shashank Singh,Green,Single,1
58,2,8.1, Shashank Singh,Karn Sharma,Single,1
58,2,8.2, Rossouw,Karn Sharma,Boundary,4
58,2,8.3, Rossouw,Karn Sharma,Six,6
58,2,8.4, Rossouw,Karn Sharma,Dot,0
58,2,8.5, Rossouw,Karn Sharma,Dot,0
58,2,8.6, Rossouw,Karn Sharma,Wicket,0
58,2,9.1, Shashank Singh,Swapnil Singh,Dot,0
58,2,9.2, Shashank Singh,Swapnil Singh,Boundary,4
58,2,9.3, Shashank Singh,Swapnil Singh,Dot,0
58,2,9.4, Shashank Singh,Swapnil Singh,Single,1
58,2,9.5, Jitesh Sharma,Swapnil Singh,Single,1
58,2,9.6, Shashank Singh,Swapnil Singh,Single,1
58,2,10.1, Shashank Singh,Karn Sharma,Six,6
58,2,10.2, Shashank Singh,Karn Sharma,Single,1
58,2,10.3, Jitesh Sharma,Karn Sharma,Boundary,4
58,2,10.4, Jitesh Sharma,Karn Sharma,Dot,0
58,2,10.5, Jitesh Sharma,Karn Sharma,Wicket,0
58,2,10.6, Livings,Karn Sharma,Dot,0
58,2,11.1, Shashank Singh,Swapnil Singh,Single,1
58,2,11.2, Livings,Swapnil Singh,Wicket,0
58,2,11.3, Sam Curran,Swapnil Singh,Double,2
58,2,11.4, Sam Curran,Swapnil Singh,Boundary,4
58,2,11.5, Sam Curran,Swapnil Singh,Dot,0
58,2,11.6, Sam Curran,Swapnil Singh,Dot,0
58,2,12.1, Shashank Singh,Karn Sharma,Six,6
58,2,12.2, Shashank Singh,Karn Sharma,Single,1
58,2,12.3, Sam Curran,Karn Sharma,Double,2
58,2,12.4, Sam Curran,Karn Sharma,Dot,0
58,2,12.5, Sam Curran,Karn Sharma,Single,1
58,2,12.6, Shashank Singh,Karn Sharma,Boundary,4
58,2,13.1, Sam Curran,Ferguson,Single,1
58,2,13.2, Shashank Singh,Ferguson,Single,1
58,2,13.3, Sam Curran,Ferguson,Double,2
58,2,13.4, Sam Curran,Ferguson,Wicket,0
58,2,13.5, Sam Curran,Ferguson,Single,1
58,2,13.6, Ashu,Ferguson,Single,1
58,2,14.1, Ashu,Siraj,Single,1
58,2,14.2, Sam Curran,Siraj,Single,1
58,2,14.3, Ashu,Siraj,Six,6
58,2,14.4, Ashu,Siraj,Single,1
58,2,14.5, Sam Curran,Siraj,Single,1
58,2,14.5, Sam Curran,Siraj,Extra_W,1
58,2,14.6, Ashu,Siraj,Wicket,0
58,2,15.1, Sam Curran,Ferguson,Double,2
58,2,15.2, Sam Curran,Ferguson,Boundary,4
58,2,15.3, Sam Curran,Ferguson,Wicket,0
58,2,15.4, Rahul Chahar,Ferguson,Dot,0
58,2,15.5, Rahul Chahar,Ferguson,Dot,0
58,2,15.6, Rahul Chahar,Ferguson,Boundary,4
58,2,16.1, Harshal Patel,Siraj,Wicket,0
58,2,16.2, Rahul Chahar,Siraj,Dot,0
58,2,16.2, Arshdeep Singh,Siraj,Extras_W,2
58,2,16.3, Rahul Chahar,Siraj,Single,1
58,2,16.4, Arshdeep Singh,Siraj,Dot,0
58,2,16.5, Arshdeep Singh,Siraj,Boundary,4
58,2,16.6, Arshdeep Singh,Siraj,Wicket,0
59,1,0.1, Sai Sudharsan,Santner,Double,2
59,1,0.2, Sai Sudharsan,Santner,Single,1
59,1,0.3, Shubman Gill,Santner,Boundary,4
59,1,0.4, Shubman Gill,Santner,Dot,0
59,1,0.5, Shubman Gill,Santner,Six,6
59,1,0.6, Shubman Gill,Santner,Single,1
59,1,1.1, Shubman Gill,Tushar Deshpande,Dot,0
59,1,1.1, Shubman Gill,Tushar Deshpande,Extra_W,1
59,1,1.2, Shubman Gill,Tushar Deshpande,Single,1
59,1,1.3, Sai Sudharsan,Tushar Deshpande,Dot,0
59,1,1.4, Sai Sudharsan,Tushar Deshpande,Dot,0
59,1,1.5, Sai Sudharsan,Tushar Deshpande,Single,1
59,1,1.6, Shubman Gill,Tushar Deshpande,Boundary,4
59,1,2.1, Sai Sudharsan,Thakur,Dot,0
59,1,2.2, Sai Sudharsan,Thakur,Dot,0
59,1,2.3, Sai Sudharsan,Thakur,Six,6
59,1,2.4, Sai Sudharsan,Thakur,Dot,0
59,1,2.5, Sai Sudharsan,Thakur,Single,1
59,1,2.6, Shubman Gill,Thakur,Boundary,4
59,1,3.1, Sai Sudharsan,Tushar Deshpande,Six,6
59,1,3.2, Sai Sudharsan,Tushar Deshpande,Single,1
59,1,3.3, Shubman Gill,Tushar Deshpande,Single,1
59,1,3.4, Sai Sudharsan,Tushar Deshpande,Dot,0
59,1,3.5, Sai Sudharsan,Tushar Deshpande,Double,2
59,1,3.6, Sai Sudharsan,Tushar Deshpande,Single,1
59,1,4.1, Sai Sudharsan,Thakur,Dot,0
59,1,4.2, Sai Sudharsan,Thakur,Dot,0
59,1,4.3, Sai Sudharsan,Thakur,Single,1
59,1,4.4, Shubman Gill,Thakur,Dot,0
59,1,4.5, Shubman Gill,Thakur,Single,1
59,1,4.6, Sai Sudharsan,Thakur,Single,1
59,1,5.1, Sai Sudharsan,Simarjeet Singh,Dot,0
59,1,5.2, Sai Sudharsan,Simarjeet Singh,Double,2
59,1,5.3, Sai Sudharsan,Simarjeet Singh,Double,2
59,1,5.4, Sai Sudharsan,Simarjeet Singh,Single,1
59,1,5.5, Shubman Gill,Simarjeet Singh,Six,6
59,1,5.6, Shubman Gill,Simarjeet Singh,Single,1
59,1,6.1, Shubman Gill,Jadeja,Boundary,4
59,1,6.2, Shubman Gill,Jadeja,Single,1
59,1,6.3, Sai Sudharsan,Jadeja,Single,1
59,1,6.4, Shubman Gill,Jadeja,Single,1
59,1,6.5, Sai Sudharsan,Jadeja,Six,6
59,1,6.6, Sai Sudharsan,Jadeja,Single,1
59,1,7.1, Sai Sudharsan,Mitchell,Single,1
59,1,7.2, Shubman Gill,Mitchell,Single,1
59,1,7.3, Sai Sudharsan,Mitchell,Single,1
59,1,7.4, Shubman Gill,Mitchell,Single,1
59,1,7.5, Sai Sudharsan,Mitchell,Single,1
59,1,7.6, Shubman Gill,Mitchell,Single,1
59,1,7.6, Shubman Gill,Mitchell,Extra_W,1
59,1,8.1, Shubman Gill,Jadeja,Single,1
59,1,8.2, Sai Sudharsan,Jadeja,Boundary,4
59,1,8.3, Sai Sudharsan,Jadeja,Double,2
59,1,8.4, Sai Sudharsan,Jadeja,Six,6
59,1,8.5, Sai Sudharsan,Jadeja,Single,1
59,1,8.6, Shubman Gill,Jadeja,Single,1
59,1,9.1, Shubman Gill,Mitchell,Boundary,4
59,1,9.2, Shubman Gill,Mitchell,Single,1
59,1,9.3, Sai Sudharsan,Mitchell,Single,1
59,1,9.4, Shubman Gill,Mitchell,Single,1
59,1,9.5, Sai Sudharsan,Mitchell,Boundary,4
59,1,9.6, Sai Sudharsan,Mitchell,Double,2
59,1,10.1, Shubman Gill,Simarjeet Singh,Six,6
59,1,10.2, Shubman Gill,Simarjeet Singh,Boundary,4
59,1,10.3, Shubman Gill,Simarjeet Singh,Dot,0
59,1,10.4, Shubman Gill,Simarjeet Singh,Single,1
59,1,10.5, Sai Sudharsan,Simarjeet Singh,Six,6
59,1,10.6, Sai Sudharsan,Simarjeet Singh,Six,6
59,1,11.1, Shubman Gill,Mitchell,Single,1
59,1,11.2, Sai Sudharsan,Mitchell,Boundary,4
59,1,11.3, Sai Sudharsan,Mitchell,Boundary,4
59,1,11.4, Sai Sudharsan,Mitchell,Single,1
59,1,11.5, Shubman Gill,Mitchell,Double,2
59,1,11.6, Shubman Gill,Mitchell,Single,1
59,1,12.1, Shubman Gill,Santner,Boundary,4
59,1,12.2, Shubman Gill,Santner,Dot,0
59,1,12.3, Shubman Gill,Santner,Single,1
59,1,12.4, Sai Sudharsan,Santner,Boundary,4
59,1,12.5, Sai Sudharsan,Santner,Double,2
59,1,12.6, Sai Sudharsan,Santner,Six,6
59,1,13.1, Shubman Gill,Mitchell,Dot,0
59,1,13.2, Shubman Gill,Mitchell,Six,6
59,1,13.3, Shubman Gill,Mitchell,Six,6
59,1,13.4, Shubman Gill,Mitchell,Dot,0
59,1,13.5, Shubman Gill,Mitchell,Six,6
59,1,13.6, Shubman Gill,Mitchell,Single,1
59,1,14.1, Shubman Gill,Tushar Deshpande,Single,1
59,1,14.2, Sai Sudharsan,Tushar Deshpande,Single,1
59,1,14.3, Shubman Gill,Tushar Deshpande,Single,1
59,1,14.3, Shubman Gill,Tushar Deshpande,Extra_W,1
59,1,14.4, Sai Sudharsan,Tushar Deshpande,Single,1
59,1,14.5, Shubman Gill,Tushar Deshpande,Boundary,4
59,1,14.6, Shubman Gill,Tushar Deshpande,Double,2
59,1,15.1, Sai Sudharsan,Thakur,Single,1
59,1,15.2, Shubman Gill,Thakur,Dot,0
59,1,15.3, Shubman Gill,Thakur,Double,2
59,1,15.4, Shubman Gill,Thakur,Single,1
59,1,15.5, Sai Sudharsan,Thakur,Single,1
59,1,15.6, Shubman Gill,Thakur,Single,1
59,1,16.1, Shubman Gill,Simarjeet Singh,Dot,0
59,1,16.2, Shubman Gill,Simarjeet Singh,Boundary,4
59,1,16.3, Shubman Gill,Simarjeet Singh,Single,1
59,1,16.4, Sai Sudharsan,Simarjeet Singh,Single,1
59,1,16.5, Shubman Gill,Simarjeet Singh,Single,1
59,1,16.6, Sai Sudharsan,Simarjeet Singh,Six,6
59,1,17.1, Shubman Gill,Tushar Deshpande,Single,1
59,1,17.2, Sai Sudharsan,Tushar Deshpande,Wicket,0
59,1,17.3, Miller,Tushar Deshpande,Single,1
59,1,17.4, Shubman Gill,Tushar Deshpande,Single,1
59,1,17.5, Miller,Tushar Deshpande,Single,1
59,1,17.6, Shubman Gill,Tushar Deshpande,Wicket,0
59,1,18.1, Miller,Thakur,Double,2
59,1,18.2, Miller,Thakur,Dot,0
59,1,18.3, Miller,Thakur,Single,1
59,1,18.4, Shahrukh Khan,Thakur,Dot,0
59,1,18.5, Shahrukh Khan,Thakur,Single,1
59,1,18.6, Miller,Thakur,Double,2
59,1,19.1, Shahrukh Khan,Simarjeet Singh,Single,1
59,1,19.2, Miller,Simarjeet Singh,Boundary,4
59,1,19.3, Miller,Simarjeet Singh,Dot,0
59,1,19.3, Miller,Simarjeet Singh,Extra_W,1
59,1,19.4, Miller,Simarjeet Singh,Double,2
59,1,19.5, Miller,Simarjeet Singh,Double,2
59,1,19.5, Miller,Simarjeet Singh,Extra_W,1
59,1,19.6, Miller,Simarjeet Singh,Wicket,0
59,2,0.1, Rahane,Umesh Yadav,Dot,0
59,2,0.2, Rahane,Umesh Yadav,Single,1
59,2,0.3, Ravindra,Umesh Yadav,Dot,0
59,2,0.4, Ravindra,Umesh Yadav,Single,1
59,2,0.5, Rahane,Umesh Yadav,Dot,0
59,2,0.6, Rahane,Umesh Yadav,Wicket,0
59,2,1.1, Rahane,Warrier,Wicket,0
59,2,1.2, Mitchell,Warrier,Dot,0
59,2,1.3, Mitchell,Warrier,Dot,0
59,2,1.4, Mitchell,Warrier,Single,1
59,2,1.5, Gaikwad,Warrier,Dot,0
59,2,1.6, Gaikwad,Warrier,Dot,0
59,2,2.1, Mitchell,Umesh Yadav,Double,2
59,2,2.2, Mitchell,Umesh Yadav,Dot,0
59,2,2.3, Mitchell,Umesh Yadav,Boundary,4
59,2,2.4, Mitchell,Umesh Yadav,Single,1
59,2,2.5, Gaikwad,Umesh Yadav,Wicket,0
59,2,2.6, Moeen Ali,Umesh Yadav,Dot,0
59,2,3.1, Mitchell,Warrier,Single,1
59,2,3.2, Moeen Ali,Warrier,Dot,0
59,2,3.3, Moeen Ali,Warrier,Dot,0
59,2,3.4, Moeen Ali,Warrier,Single,1
59,2,3.5, Mitchell,Warrier,Six,6
59,2,3.6, Mitchell,Warrier,Boundary,4
59,2,4.1, Moeen Ali,Umesh Yadav,Boundary,4
59,2,4.2, Moeen Ali,Umesh Yadav,Single,1
59,2,4.3, Mitchell,Umesh Yadav,Single,1
59,2,4.4, Moeen Ali,Umesh Yadav,Boundary,4
59,2,4.5, Moeen Ali,Umesh Yadav,Single,1
59,2,4.6, Mitchell,Umesh Yadav,Dot,0
59,2,5.1, Moeen Ali,Kartik Tyagi,Boundary,4
59,2,5.1, Moeen Ali,Kartik Tyagi,Extra_W,1
59,2,5.2, Moeen Ali,Kartik Tyagi,Double,2
59,2,5.3, Moeen Ali,Kartik Tyagi,Dot,0
59,2,5.3, Moeen Ali,Kartik Tyagi,Extra_W,1
59,2,5.4, Moeen Ali,Kartik Tyagi,Single,1
59,2,5.5, Mitchell,Kartik Tyagi,Dot,0
59,2,5.6, Mitchell,Kartik Tyagi,Single,1
59,2,6.1, Mitchell,Warrier,Six,6
59,2,6.2, Mitchell,Warrier,Single,1
59,2,6.3, Moeen Ali,Warrier,Dot,0
59,2,6.4, Moeen Ali,Warrier,Six,6
59,2,6.5, Moeen Ali,Warrier,Single,1
59,2,6.6, Mitchell,Warrier,Single,1
59,2,7.1, Mitchell,Kartik Tyagi,Boundary,4
59,2,7.2, Mitchell,Kartik Tyagi,Boundary,4
59,2,7.3, Mitchell,Kartik Tyagi,Single,1
59,2,7.4, Moeen Ali,Kartik Tyagi,Dot,0
59,2,7.5, Moeen Ali,Kartik Tyagi,Single,1
59,2,7.6, Mitchell,Kartik Tyagi,Boundary,4
59,2,8.1, Moeen Ali,Noor Ahmad,Single,1
59,2,8.2, Mitchell,Noor Ahmad,Dot,0
59,2,8.3, Mitchell,Noor Ahmad,Double,2
59,2,8.4, Mitchell,Noor Ahmad,Single,1
59,2,8.5, Moeen Ali,Noor Ahmad,Dot,0
59,2,8.6, Moeen Ali,Noor Ahmad,Single,1
59,2,9.1, Moeen Ali,Rashid Khan,Single,1
59,2,9.2, Mitchell,Rashid Khan,Boundary,4
59,2,9.3, Mitchell,Rashid Khan,Single,1
59,2,9.4, Moeen Ali,Rashid Khan,Single,1
59,2,9.5, Mitchell,Rashid Khan,Single,1
59,2,9.6, Moeen Ali,Rashid Khan,Single,1
59,2,10.1, Moeen Ali,Noor Ahmad,Six,6
59,2,10.2, Moeen Ali,Noor Ahmad,Six,6
59,2,10.3, Moeen Ali,Noor Ahmad,Six,6
59,2,10.4, Moeen Ali,Noor Ahmad,Dot,0
59,2,10.5, Moeen Ali,Noor Ahmad,Single,1
59,2,10.6, Mitchell,Noor Ahmad,Single,1
59,2,11.1, Mitchell,Rashid Khan,Boundary,4
59,2,11.2, Mitchell,Rashid Khan,Six,6
59,2,11.3, Mitchell,Rashid Khan,Single,1
59,2,11.4, Moeen Ali,Rashid Khan,Dot,0
59,2,11.5, Moeen Ali,Rashid Khan,Single,1
59,2,11.6, Mitchell,Rashid Khan,Single,1
59,2,12.1, Mitchell,Mohit Sharma,Dot,0
59,2,12.2, Mitchell,Mohit Sharma,Wicket,0
59,2,12.3, Shivam Dube,Mohit Sharma,Boundary,4
59,2,12.4, Shivam Dube,Mohit Sharma,Dot,0
59,2,12.5, Shivam Dube,Mohit Sharma,Single,1
59,2,12.6, Moeen Ali,Mohit Sharma,Single,1
59,2,13.1, Moeen Ali,Kartik Tyagi,Single,1
59,2,13.2, Shivam Dube,Kartik Tyagi,Double,2
59,2,13.3, Shivam Dube,Kartik Tyagi,Single,1
59,2,13.4, Moeen Ali,Kartik Tyagi,Boundary,4
59,2,13.5, Moeen Ali,Kartik Tyagi,Single,1
59,2,13.6, Shivam Dube,Kartik Tyagi,Dot,0
59,2,14.1, Moeen Ali,Mohit Sharma,Dot,0
59,2,14.1, Moeen Ali,Mohit Sharma,Extra_W,1
59,2,14.2, Moeen Ali,Mohit Sharma,Wicket,0
59,2,14.3, Jadeja,Mohit Sharma,Dot,0
59,2,14.4, Jadeja,Mohit Sharma,Dot,0
59,2,14.5, Jadeja,Mohit Sharma,Boundary,4
59,2,14.6, Jadeja,Mohit Sharma,Boundary,4
59,2,15.1, Shivam Dube,Kartik Tyagi,Six,6
59,2,15.2, Shivam Dube,Kartik Tyagi,Boundary,4
59,2,15.3, Shivam Dube,Kartik Tyagi,Single,1
59,2,15.4, Jadeja,Kartik Tyagi,Six,6
59,2,15.5, Jadeja,Kartik Tyagi,Single,1
59,2,15.6, Shivam Dube,Kartik Tyagi,Single,1
59,2,16.1, Shivam Dube,Mohit Sharma,Single,1
59,2,16.2, Jadeja,Mohit Sharma,Single,1
59,2,16.3, Shivam Dube,Mohit Sharma,Dot,0
59,2,16.4, Shivam Dube,Mohit Sharma,Wicket,0
59,2,16.4, Shivam Dube,Mohit Sharma,Extra_W,1
59,2,16.5, Dhoni,Mohit Sharma,Single,1
59,2,16.6, Jadeja,Mohit Sharma,Double,2
59,2,17.1, Dhoni,Rashid Khan,Single,1
59,2,17.2, Jadeja,Rashid Khan,Dot,0
59,2,17.3, Jadeja,Rashid Khan,Wicket,0
59,2,17.4, Santner,Rashid Khan,Dot,0
59,2,17.5, Santner,Rashid Khan,Wicket,0
59,2,17.6, Thakur,Rashid Khan,Single,1
59,2,18.1, Thakur,Mohit Sharma,Single,1
59,2,18.2, Dhoni,Mohit Sharma,Single,1
59,2,18.3, Thakur,Mohit Sharma,Single,1
59,2,18.4, Dhoni,Mohit Sharma,Six,6
59,2,18.5, Dhoni,Mohit Sharma,Single,1
59,2,18.6, Thakur,Mohit Sharma,Dot,0
59,2,19.1, Dhoni,Rashid Khan,Six,6
59,2,19.2, Dhoni,Rashid Khan,Six,6
59,2,19.3, Dhoni,Rashid Khan,Dot,0
59,2,19.4, Dhoni,Rashid Khan,Dot,0
59,2,19.5, Dhoni,Rashid Khan,Dot,0
59,2,19.6, Dhoni,Rashid Khan,Boundary,4
60,1,0.1, Philip Salt,N Thushara,Six,6
60,1,0.2, Philip Salt,N Thushara,Dot,0
60,1,0.3, Philip Salt,N Thushara,Dot,0
60,1,0.4, Philip Salt,N Thushara,Dot,0
60,1,0.5, Philip Salt,N Thushara,Wicket,0
60,1,0.6, Venkatesh Iyer,N Thushara,Boundary,4
60,1,1.1, Narine,Bumrah,Wicket,0
60,1,1.2, Shreyas Iyer,Bumrah,Dot,0
60,1,1.3, Shreyas Iyer,Bumrah,Boundary,4
60,1,1.4, Shreyas Iyer,Bumrah,Dot,0
60,1,1.5, Shreyas Iyer,Bumrah,Single,1
60,1,1.6, Venkatesh Iyer,Bumrah,Dot,0
60,1,2.1, Shreyas Iyer,Anshul Kamboj,Dot,0
60,1,2.2, Shreyas Iyer,Anshul Kamboj,Single,1
60,1,2.3, Venkatesh Iyer,Anshul Kamboj,Six,6
60,1,2.4, Venkatesh Iyer,Anshul Kamboj,Single,1
60,1,2.5, Shreyas Iyer,Anshul Kamboj,Single,1
60,1,2.5, Shreyas Iyer,Anshul Kamboj,Extra_W,1
60,1,2.6, Venkatesh Iyer,Anshul Kamboj,Dot,0
60,1,3.1, Shreyas Iyer,Bumrah,Dot,0
60,1,3.2, Shreyas Iyer,Bumrah,Single,1
60,1,3.3, Venkatesh Iyer,Bumrah,Boundary,4
60,1,3.4, Venkatesh Iyer,Bumrah,Six,6
60,1,3.5, Venkatesh Iyer,Bumrah,Dot,0
60,1,3.6, Venkatesh Iyer,Bumrah,Boundary,4
60,1,4.1, Shreyas Iyer,Anshul Kamboj,Wicket,0
60,1,4.2, Nitish Rana,Anshul Kamboj,Dot,0
60,1,4.3, Nitish Rana,Anshul Kamboj,Dot,0
60,1,4.4, Nitish Rana,Anshul Kamboj,Boundary,4
60,1,4.5, Nitish Rana,Anshul Kamboj,Single,1
60,1,4.6, Venkatesh Iyer,Anshul Kamboj,Dot,0
60,1,5.1, Nitish Rana,Hardik Pandya,Single,1
60,1,5.2, Venkatesh Iyer,Hardik Pandya,Single,1
60,1,5.3, Nitish Rana,Hardik Pandya,Single,1
60,1,5.4, Venkatesh Iyer,Hardik Pandya,Boundary,4
60,1,5.5, Venkatesh Iyer,Hardik Pandya,Dot,0
60,1,5.6, Venkatesh Iyer,Hardik Pandya,Dot,0
60,1,6.1, Nitish Rana,Anshul Kamboj,Single,1
60,1,6.2, Venkatesh Iyer,Anshul Kamboj,Boundary,4
60,1,6.3, Venkatesh Iyer,Anshul Kamboj,Single,1
60,1,6.4, Nitish Rana,Anshul Kamboj,Single,1
60,1,6.5, Venkatesh Iyer,Anshul Kamboj,Double,2
60,1,6.6, Venkatesh Iyer,Anshul Kamboj,Dot,0
60,1,7.1, Nitish Rana,Hardik Pandya,Single,1
60,1,7.2, Venkatesh Iyer,Hardik Pandya,Boundary,4
60,1,7.3, Venkatesh Iyer,Hardik Pandya,Single,1
60,1,7.4, Nitish Rana,Hardik Pandya,Boundary,4
60,1,7.5, Nitish Rana,Hardik Pandya,Six,6
60,1,7.6, Nitish Rana,Hardik Pandya,Dot,0
60,1,8.1, Venkatesh Iyer,Chawla,Wicket,0
60,1,8.2, Russell,Chawla,Dot,0
60,1,8.3, Russell,Chawla,Six,6
60,1,8.4, Russell,Chawla,Dot,0
60,1,8.5, Russell,Chawla,Dot,0
60,1,8.6, Russell,Chawla,Boundary,4
60,1,9.1, Nitish Rana,N Thushara,Single,1
60,1,9.1, Nitish Rana,N Thushara,Extra_W,1
60,1,9.2, Russell,N Thushara,Single,1
60,1,9.3, Nitish Rana,N Thushara,Dot,0
60,1,9.4, Nitish Rana,N Thushara,Single,1
60,1,9.5, Russell,N Thushara,Six,6
60,1,9.6, Russell,N Thushara,Dot,0
60,1,10.1, Nitish Rana,Chawla,Double,2
60,1,10.2, Nitish Rana,Chawla,Single,1
60,1,10.3, Russell,Chawla,Boundary,4
60,1,10.4, Russell,Chawla,Single,1
60,1,10.5, Nitish Rana,Chawla,Single,1
60,1,10.6, Russell,Chawla,Dot,0
60,1,11.1, Nitish Rana,Bumrah,Single,1
60,1,11.2, Russell,Bumrah,Single,1
60,1,11.3, Nitish Rana,Bumrah,Boundary,4
60,1,11.4, Nitish Rana,Bumrah,Dot,0
60,1,11.5, Nitish Rana,Bumrah,Boundary,4
60,1,11.6, Nitish Rana,Bumrah,Wicket,0
60,1,12.1, Rinku Singh,Chawla,Dot,0
60,1,12.2, Rinku Singh,Chawla,Six,6
60,1,12.3, Rinku Singh,Chawla,Single,1
60,1,12.4, Russell,Chawla,Single,1
60,1,12.5, Rinku Singh,Chawla,Single,1
60,1,12.6, Russell,Chawla,Wicket,0
60,1,13.1, Rinku Singh,Hardik Pandya,Single,1
60,1,13.2, Ramandeep Singh,Hardik Pandya,Double,2
60,1,13.3, Ramandeep Singh,Hardik Pandya,Single,1
60,1,13.4, Rinku Singh,Hardik Pandya,Dot,0
60,1,13.5, Rinku Singh,Hardik Pandya,Six,6
60,1,13.6, Rinku Singh,Hardik Pandya,Single,1
60,1,14.1, Rinku Singh,N Thushara,Single,1
60,1,14.2, Ramandeep Singh,N Thushara,Single,1
60,1,14.3, Rinku Singh,N Thushara,Single,1
60,1,14.4, Ramandeep Singh,N Thushara,Boundary,4
